case_00000 (0.5, 0.919921875, 0.919921875)
case_00001 (0.5, 0.798828125, 0.798828125)
case_00002 (1.0, 0.939453125, 0.939453125)
case_00003 (1.0, 0.85546875, 0.85546875)
case_00004 (4.0, 0.9765625, 0.9765625)
case_00005 (0.5, 0.9765625, 0.9765625)
case_00006 (3.0, 0.7421875, 0.7421875)
case_00007 (3.0, 0.939453125, 0.939453125)
case_00008 (3.0, 0.81640625, 0.81640625)
case_00009 (3.0, 0.80859375, 0.80859375)
case_00010 (3.0, 0.7578125, 0.7578125)
case_00011 (5.0, 0.703125, 0.703125)
case_00012 (5.0, 0.751953125, 0.751953125)
case_00013 (3.0, 0.68359375, 0.68359375)
case_00014 (1.0, 0.849609375, 0.849609375)
case_00015 (3.0, 0.705078125, 0.705078125)
case_00016 (2.5, 0.650390625, 0.650390625)
case_00017 (5.0, 0.6640625, 0.6640625)
case_00018 (2.5, 0.8613280057907104, 0.8613280057907104)
case_00019 (3.75, 0.9375, 0.9375)
case_00020 (5.0, 0.83984375, 0.83984375)
case_00021 (5.0, 0.822265625, 0.822265625)
case_00022 (0.5, 0.833984375, 0.833984375)
case_00023 (3.0, 0.7820000052452087, 0.7820000052452087)
case_00024 (5.0, 0.6640625, 0.6640625)
case_00025 (2.5, 0.7363280057907104, 0.7363280057907104)
case_00026 (2.5, 0.875, 0.875)
case_00027 (0.5, 0.89453125, 0.89453125)
case_00028 (5.0, 0.83984375, 0.83984375)
case_00029 (5.0, 0.75390625, 0.75390625)
case_00030 (5.0, 0.73046875, 0.73046875)
case_00031 (3.0, 0.5180000066757202, 0.5180000066757202)
case_00032 (2.5, 0.7792969942092896, 0.7792969942092896)
case_00033 (1.0, 0.80859375, 0.80859375)
case_00034 (5.0, 0.8359375, 0.8359375)
case_00035 (5.0, 0.96484375, 0.96484375)
case_00036 (3.0, 0.798828125, 0.798828125)
case_00037 (5.0, 0.9375, 0.9375)
case_00038 (5.0, 0.779296875, 0.779296875)
case_00039 (5.0, 0.703125, 0.703125)
case_00040 (2.0, 0.7409999966621399, 0.7409999966621399)
case_00041 (3.0, 0.677734375, 0.677734375)
case_00042 (1.0, 0.859375, 0.859375)
case_00043 (3.0, 0.7379999756813049, 0.7379999756813049)
case_00044 (5.0, 0.966796875, 0.966796875)
